Link,Question,Follows,Answers
https://ca.answers.yahoo.com/question/index?qid=20140102203116AAYTXLq,Not feeling well should I still attend a funeral?,0,7
https://au.answers.yahoo.com/question/index?qid=20140807032409AAVoOey,How often should I water my cactus?,0,5
https://ca.answers.yahoo.com/question/index?qid=20151005203157AAC6y7z,"Should i buy the 1TB Ps4, or 500 GB?",0,8
https://answers.yahoo.com/question/index?qid=1006050330817,How many words should my 14 month old son be saying?,0,12
https://answers.yahoo.com/question/index?qid=1006032512584,Should the United States pursue population policies to protect our quality of life for future generations?,0,14
https://answers.yahoo.com/question/index?qid=1006053104504,"If w have fever, should we bath with cold water or warm water?",0,14
https://au.answers.yahoo.com/question/index?qid=20140117223921AAoQrvV,Should I follow my dreams of becoming an actress or face reality?,0,7
https://ca.answers.yahoo.com/question/index?qid=20130906182506AA3HxDT,Should a wedding planner give a gift to the bride and groom?,2,10
https://answers.yahoo.com/question/index?qid=1006031508359,How long should I let my wall paint dry before applying a second coat?,1,27
https://ca.answers.yahoo.com/question/index?qid=20140305160633AA6bGBB,Should neoliberal be capitalized?,0,2
https://ca.answers.yahoo.com/question/index?qid=20140222162113AA5d3iz,Which of the following was NOT information that should have warned residents of the Hazard of the La Conchita?,0,1
https://nz.answers.yahoo.com/question/index?qid=20160301122304AAzVSJK,Should transgender men be allowed in ladies public restrooms?,5,82
https://au.answers.yahoo.com/question/index?qid=20130819210818AA4al1T,Should Australia reintroduce the death penalty?and never to be released sentencing?,0,8
https://answers.yahoo.com/question/index?qid=1006050329135,"Should I exercise if my muscles are sore, or should I rest?",37,339
https://answers.yahoo.com/question/index?qid=20130804140223AArAt89,How much makeup should a highschool freshman wear?,0,14
https://ph.answers.yahoo.com/question/index?qid=20140319075243AAY8Nd3,How often should I drink Monster Energy Drinks?,0,4
https://answers.yahoo.com/question/index?qid=1006042127001,What temperature should a freshwater fish tank be??,0,10
https://answers.yahoo.com/question/index?qid=20150527123136AASqBHV,Should I upgrade to Windows 10?,0,8
https://ca.answers.yahoo.com/question/index?qid=20131008145226AAFC7Om,Should I put my dog to sleep for epilepsy?,0,21
https://au.answers.yahoo.com/question/index?qid=20131114050836AARJLZk,Should i do my eye makeup before applying my foundation?,0,7
https://answers.yahoo.com/question/index?qid=20060623130938AAdUpDh,Should i wear underwear under my swim trunks?,0,23
https://answers.yahoo.com/question/?qid=20060809115422AAdvEmO,Replacing Interior doors - What size should I order?,0,9
https://answers.yahoo.com/question/index?qid=20090526135441AA0xP2j,How many times a day should a teenage girl take a bath?,0,10
https://in.answers.yahoo.com/question/index?qid=20100324035728AASURWg,Should egg white be applied on wet hair or dry hair?,0,4
https://answers.yahoo.com/question/?qid=20060708082643AAivzjI,How long after a spouse dies should you wait to get married again?,0,37
https://au.answers.yahoo.com/question/index?qid=20081109021050AANbngM,How old should my puppy be before we get her another puppy for company?,0,6
https://answers.yahoo.com/question/?qid=20100422200801AAsWXIB,Should i read The Iliad or The Odyssey first?,0,8
https://sg.answers.yahoo.com/question/index?qid=20070104005054AAAOKtp,How many times a day should i feed my rabbit?,0,6
https://au.answers.yahoo.com/question/index?qid=20080611022558AA6Ihm3,How much money should I take to Germany for a 1 week holiday?,6,10
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5,13
https://answers.yahoo.com/question/index?qid=20110916010122AAGHGBH,What laptop should I buy?,1,7
https://ca.answers.yahoo.com/question/index?qid=20130202130342AAWk7oo,"How much should a 13 year old girl weigh, and height of 5'0?",0,4
https://answers.yahoo.com/question/index?qid=20110327065944AApFApA,Should I learn Japanese or Korean?,2,18
https://answers.yahoo.com/question/index?qid=20100320201944AAPnGGu,Why should you preheat the oven?,1,8
https://au.answers.yahoo.com/question/index?qid=20100620010714AA1dp7D,"Should i cook steak on low,medium or high heat and how long?",3,17
https://au.answers.yahoo.com/question/index?qid=20080728194312AAXGw1A,Should I tell my husband's mistress' husband about their affair?,2,34
https://au.answers.yahoo.com/question/index?qid=20080307002639AAIYIyI,How much board should i pay to my parents?,0,11
https://answers.yahoo.com/question/index?qid=20111005224744AA2Nk8c,Bearded dragons and their heat lamps should they stay on CONSTANTLY?!?!?,2,8
https://ca.answers.yahoo.com/question/index?qid=20120421214156AAGI8aT,When i shower/sleep should i take my gauges/plugs/tunnels/tapers out?,0,6
https://au.answers.yahoo.com/question/index?qid=20101130140544AA3B76E,Should the reservoir tank always be full of coolant?,1,6
https://answers.yahoo.com/question/index?qid=20130305175149AAtlyo9,Why should we remember the Holocaust?,0,8
https://ca.answers.yahoo.com/question/index?qid=20130504121321AAzgDyC,Should the Merchant of Venice be taught in schools? 10 points?,0,2
https://ca.answers.yahoo.com/question/index?qid=20080103084441AAjN8SV,Why should Canada continue their role as peacekeepers?,0,4
https://in.answers.yahoo.com/question/index?qid=20130520012913AAY9F4Y,I want to buy a smartphone...should i buy a android or a windows phone..?,0,12
https://ca.answers.yahoo.com/question/index?qid=20121206171244AAIhIZw,Why should you wear sunscreen and a hat when you are out in the sun?,1,1
https://au.answers.yahoo.com/question/index?qid=20130206030758AACdwme,How many times should I brush my teeth using baking soda in a week?,0,7
https://au.answers.yahoo.com/,,,
https://ca.answers.yahoo.com/question/index?qid=20160605221557AAvLIeJ,What should I eat for breakfast on the day of my track meet?,0,8
https://ca.answers.yahoo.com/question/index?qid=20130604055856AA4KP9x,Where should we keep car insurance papers and license plate registration?,1,8
https://nz.answers.yahoo.com/question/index?qid=20130409164010AAlcJO3,Should dangerous dogs be banned outright? Reasons?,0,9
https://answers.yahoo.com/question/index?qid=20130612222613AAEVKxh,Should I quit playing guitar?,1,13
https://in.answers.yahoo.com/question/index?qid=20121104091529AARr1U5,Should i un-tune my guitar after every use?,0,4
https://ca.answers.yahoo.com/question/index?qid=20160504175707AAjvcbb,What should go on a hard drive and what should go on an SDD?,1,12
https://answers.yahoo.com/question/index?qid=20060924225524AAOl0rT,How long should you wait to propose?,1,17
https://answers.yahoo.com/question/index?qid=20130504070318AAYqpWm,Should I kill Daud? dishonored?,0,3
https://answers.yahoo.com/question/index?qid=20110330113142AA9CAzR,Should college athletes get paid?,2,13
https://answers.yahoo.com/question/index?qid=20110806061635AAX11kL,How much should you feed your baby or adult tortoise?,0,3
https://ca.answers.yahoo.com/question/index?qid=20130210092419AAekqDM,What temperature should the tank be for my turtle?,0,7
https://answers.yahoo.com/question/index?qid=20130424205710AAdHggN,When should I give up my virginity?,1,2
https://answers.yahoo.com/question/index?qid=20081120080407AAyrIzi,How soon after you feed a puppy should you take for a potty walk?,0,6
https://au.answers.yahoo.com/question/index?qid=20130403004229AAtNZmk,Should the government pay a salary to parents who stay home with their children?,0,17
https://au.answers.yahoo.com/question/index?qid=20130520022431AA1FIlz,How many 700ml (24 oz) bottles of water should I drink a day?,0,5
https://answers.yahoo.com/question/index?qid=20091019175127AAcZ1m9,When should I take  Clonazepam?,0,5
https://ca.answers.yahoo.com/question/index?qid=20110320151324AAcp2eh,How often should I change my cats dry food and water?,0,10
https://au.answers.yahoo.com/question/index?qid=20120724134038AAAJUP5,What Temperature should you put your thermostat on a central air condition in the summer time in florida?,0,9
https://au.answers.yahoo.com/question/index?qid=20121017192858AArGkLy,What Harley should I buy?,0,8
https://au.answers.yahoo.com/question/index?qid=20130508114604AAmbqWI,Why should women have equal rights?,0,6
https://ca.answers.yahoo.com/question/index?qid=20111212195611AAwOQ93,Why should parents not decide who their child marries?,0,4
https://answers.yahoo.com/question/index?qid=20111116102729AAXobTP,How much money should you have saved for a dog before getting it?,0,8
https://sg.answers.yahoo.com/question/index?qid=20120519175019AAcXGiA,Why should one be optimistic?,1,7
https://answers.yahoo.com/question/index?qid=20121126160158AAimnWW,"Should you wash brand new bed sheets,and blankets before you put them on your bed?",2,6
https://au.answers.yahoo.com/question/index?qid=20121213025815AAQ34n4,Should a chef 'wash' the garlic before adding it to his/her cooking?,0,4
https://answers.yahoo.com/question/index?qid=20090913134730AAxO54l,To what volume should you dilute 135 mL of an 8.05 M CuCl2 solution so that...?,1,-1
https://ca.answers.yahoo.com/question/index?qid=20110517205200AAuYEkv,Should I learn Arabic vs. Farsi?,2,12
https://answers.yahoo.com/question/index?qid=20110402040936AA9GtNd,How often should I change the food and water in my bird cage?,0,13
https://ca.answers.yahoo.com/question/index?qid=20120710152925AAHLQ2g,"What is better, iPod touch or Tablet? Which should I buy?",0,5
https://answers.yahoo.com/question/index?qid=20130420080419AAtIli3,"Should i become a doctor, physician assistant, or physical therapist?",0,6
https://ca.answers.yahoo.com/,,,
https://au.answers.yahoo.com/question/index?qid=20130514155141AAQryVV,What gundam series should i start with?,2,4
https://au.answers.yahoo.com/question/index?qid=20090512045425AA874W9,Should Australia become a republic or remain a monarchy?,0,9
https://answers.yahoo.com/question/index?qid=20100810130626AACo6ql,Should men pay for everything?,3,22
https://answers.yahoo.com/question/index?qid=20100201140356AAdIyjL,Should the death penalty be abolished?,0,26
https://answers.yahoo.com/question/index?qid=20100908124959AADJ4Kl,At what age should your children start paying rent?,0,13
https://answers.yahoo.com/question/index?qid=20100702145654AAezp6l,What temp should my freshwater community tank be?,1,8
https://ca.answers.yahoo.com/question/index?qid=20121015211259AAh2kzu,Should I tell my teacher I did most of the work in my group project?,0,4
https://au.answers.yahoo.com/question/index?qid=20101208161814AA7rIt0,How much food should kittens eat?,0,11
https://answers.yahoo.com/question/index?qid=20100614230619AAognkF,What episode should I start watching Fullmetal Alchemist: Brotherhood from if I've seen the original already?,1,5
https://answers.yahoo.com/question/index?qid=20130306202852AAr4TQ1,Should I let my 6 week old puppy sleep in my bed?,2,15
https://ca.answers.yahoo.com/question/index?qid=20130116122514AAzszTO,Should my boyfriend pay half for birth control?,0,9
https://au.answers.yahoo.com/question/index?qid=20100816023944AAnR25I,Australia Day should be banned...?,0,11
https://answers.yahoo.com/question/index?qid=20100114211557AA8I6gr,What final volume should you dilute 59ml of a 5.75 m ki  solution so that 25.5 ml of the diluted solution co?,0,1
https://answers.yahoo.com/question/index?qid=20120301120312AAtzqh0,I think there's a ghost in my house. What should I do?,3,9
https://answers.yahoo.com/question/index?qid=20100605020355AAU63xe,How much should my guinea pig eat every day?,1,8
https://ca.answers.yahoo.com/question/index?qid=20111114184004AAWXLLU,Should I always text first?,0,15
https://sg.answers.yahoo.com/question/index?qid=20091029100820AAdoaFc,Your husband should know everything?,4,34
https://answers.yahoo.com/question/index?qid=20111222115122AAzY4xq,How often should you check your motor oil in a car?,1,11
https://au.answers.yahoo.com/question/index?qid=20100414012751AAj1vhU,Why should i desex my dog?,1,17
https://answers.yahoo.com/question/index?qid=20121224150323AAsYS1D,Should I spend Christmas with my family or my girlfriend's family?,1,11
https://ca.answers.yahoo.com/question/index?qid=20130601172719AAGk0AV,Should I let my kids watch horror movies?,0,13
https://sg.answers.yahoo.com/question/index?qid=20110524234540AAwY3iF,Should I wash my body or shave my legs first?,0,5
https://ca.answers.yahoo.com/question/index?qid=20081021142049AAA9HEy,Should voting be mandatory?,0,16
https://answers.yahoo.com/question/index?qid=20070713092915AAYdz15,Job Interview Question - Why should we pick you?,1,17
https://answers.yahoo.com/question/index?qid=20111202143752AA2gLuI,Do you think alimony should be abolished?,0,23
https://au.answers.yahoo.com/question/index?qid=20120805004000AABoRid,Which Hannibal Lecter film should I watch first?,1,5
https://answers.yahoo.com/question/index?qid=20120109053948AAz8s7n,Do you think couples should talk all day long?,1,16
https://ca.answers.yahoo.com/question/index?qid=20101023210953AAKwYAH,"Should I start reading ""Kaichou wa Maid-sama!"" The Manga?",0,4
https://ca.answers.yahoo.com/question/index?qid=20121207195913AAklvDE,Should i put a bandage on my burn?,0,5
https://answers.yahoo.com/question/index?qid=20081030203007AABAM3L,FLAG BURNING  Should it be legal?,2,13
https://sg.answers.yahoo.com/question/index?qid=20160201163339AA4zlPP,Should I pay prostitute for sex or should I hired maid for sex?,0,2
https://au.answers.yahoo.com/question/index?qid=20130220035218AAUmpCf,How long should you wait before changing your belly bar?,0,3
https://au.answers.yahoo.com/question/index?qid=20121031024059AA7C970,"People should not be afraid of their governments, governments should be afraid of their people?",2,4
https://au.answers.yahoo.com/question/index?qid=20130520104444AAfhNoO,Should I worry about my 14 year old daughter's relationship with her boyfriend?,0,9
https://au.answers.yahoo.com/question/index?qid=20130128223629AA3zneX,Should I read the Naruto Manga?,1,13
https://answers.yahoo.com/question/index?qid=20130523172926AACo1UP,Reasons abortion should be legal?,0,6
https://ca.answers.yahoo.com/question/index?qid=20120221202057AAsSAy0,Should I eat before I get my braces or afther?,0,6
https://au.answers.yahoo.com/question/index?qid=20120105031710AAvq0Ba,How much rent should I charge my sister?,0,6
https://ca.answers.yahoo.com/question/index?qid=20091222133125AAvpjQt,How long should an ear piercing hurt?,0,16
https://au.answers.yahoo.com/question/index?qid=20100103163916AATAY23,How long should a thesis statement be for a research paper.?,0,6
https://au.answers.yahoo.com/question/index?qid=20101001220538AAVjyyw,"How long should i wait too pee after my bf ejaculates,,and does anyone have any useful tips...Thanx!!?",0,5
https://nz.answers.yahoo.com/question/index?qid=20120713205835AAgkHhV,Diesel engine oil - what colour should it be?,0,5
https://answers.yahoo.com/question/?qid=20090220110108AAOKWP7,"If I want to be an astronaut,  what classes should I take?",2,6
https://malaysia.answers.yahoo.com/question/index?qid=20110817131905AA5B3yH,I drink soda everyday. How much should I drink to stay healthy?,0,10
https://au.answers.yahoo.com/question/index?qid=20120331040555AAR6l3s,When driving how should the hand brake be up or down?,0,8
https://answers.yahoo.com/question/index?qid=20110117180842AAXXlfq,Why should Jews get Israel and Jerusalem?,3,15
https://ca.answers.yahoo.com/question/index?qid=20130405084944AAT7UwF,SHOULD I HAVE SEX AT 15!? (condoms)?,0,7
https://ca.answers.yahoo.com/question/index?qid=20110222122741AAMUhZw,How much dry food should I feed a 10 pound Poodle/ Shih tzu mix?,2,9
https://ca.answers.yahoo.com/question/index?qid=20120316164126AAoXWm2,"What should that temperature be, if we want only 2.5 % of healthy people to exceed it?",0,1
https://au.answers.yahoo.com/question/index?qid=20120723020608AA0n9Ga,How far should 15 year olds go sexually?,0,9
https://answers.yahoo.com/question/index?qid=20080219211452AARke6a,Help! how long should a guy last in bed?,2,11
https://answers.yahoo.com/question/index?qid=20100821054308AArxd13,Should you use your real name on Facebook?,0,11
https://nz.answers.yahoo.com/question/index?qid=20120326192144AA2U7xI,Should i buy a chevy s10?,0,6
https://answers.yahoo.com/question/index?qid=20110426181041AADysON,How often should a women douche?,1,8
https://ca.answers.yahoo.com/question/index?qid=20111030152305AA0nPZy,"Should I read ""The Origin of Species"" next?",1,6
https://au.answers.yahoo.com/question/index?qid=20091123005129AAvw0i9,Should tourism be allowed in Antarctica?,2,2
https://answers.yahoo.com/question/?qid=20110220030227AAC7Aew,What should a Western women wear in Saudi Arabia?,0,13
https://nz.answers.yahoo.com/question/index?qid=20081109032127AAq6Twh,What order should i read the gospels in?,0,11
https://ca.answers.yahoo.com/question/index?qid=20121207014046AAqjVJf,When should you stop bathing your kid?,1,15
https://answers.yahoo.com/question/index?qid=20060614201032AAUdKuH,Should you ride a bicycle with or against traffic?,1,33
https://ca.answers.yahoo.com/question/index?qid=20090919143424AApzicY,My fish had babies what should i do?,0,7
https://au.answers.yahoo.com/question/index?qid=20080210183924AAQe6u5,How tight should a collar be on a puppy?,0,14
https://uk.answers.yahoo.com/question/index?qid=20160605162325AAmMddr,Should I put my little foal in a stable with his mum for his first time or put her next to him?,1,7
https://answers.yahoo.com/question/index?qid=20160628171132AAh3nOC,What lens should I buy to shoot from crowd?,0,3
https://answers.yahoo.com/question/index?qid=20160628161252AA77U8b,"My dog attacks a hedgehog every night,what should i do?",0,1
https://answers.yahoo.com/question/index?qid=20160628141357AALh43A,I shaved my chest should I was it?,0,1
https://answers.yahoo.com/question/index?qid=20160623105921AAdu5lT,How long should we keep our annual income tax returns. Just found ours from the 90's..we have never had a problem. Okay to shred ? Thankx?,0,6
https://uk.answers.yahoo.com/question/index?qid=20160519020753AATDlAi,Should obese people be allowed to have children?,0,8
https://answers.yahoo.com/question/index?qid=20160628205827AARPtGJ,Should I go back to my second home country?,0,1
https://answers.yahoo.com/question/index?qid=20160628185124AA3MRQs,Should I refinish my 100 year old grand piano?,0,-1
https://answers.yahoo.com/question/index?qid=20160628165526AAQpv4C,Should I attend a challenging school and be an average student or should I attend an easier school and receive more college benefits?,0,1
https://answers.yahoo.com/question/index?qid=20160628143304AARZmd0,Should I get revenge on my son?,0,8
https://ca.answers.yahoo.com/question/index?qid=20101001094949AAkwqgJ,What colour should a puppies tongue and gums be?,0,8
https://ca.answers.yahoo.com/question/index?qid=20110521190937AAE9pFP,Should i leave my gambling addcited husband?,0,7
https://answers.yahoo.com/question/index?qid=20110921232753AAqXPba,"I want to start photography business,what kind of camera should i buy?",1,12
https://au.answers.yahoo.com/question/index?qid=20100501012603AATupb7,"How far should I go with my boyfriend, I'm 14?",0,11
https://au.answers.yahoo.com/question/index?qid=20091103124502AAemiMn,Should we allow asylum seekers into Australia (without locking them up)?,0,6
https://ca.answers.yahoo.com/question/index?qid=20110514200040AA4mgaO,"Should I tell my husband I was molested as a child, or stick to my plan of pretending it never happened?",0,10
https://sg.answers.yahoo.com/question/index?qid=20120402092904AAwsjVZ,"My boyfriend had cheated on me twice, What should I do?",2,11
https://ca.answers.yahoo.com/question/index?qid=20120708235236AAX5Ptu,Should I tell my parents I'm adopted?,2,14
https://answers.yahoo.com/question/index?qid=20080213092714AAkZgYR,When should I get my 1099-Misc Form?,0,4
https://answers.yahoo.com/question/index?qid=20080909085403AA7KSPB,What order should I watch the Star Wars movies?,0,7
https://answers.yahoo.com/question/index?qid=20160628153111AAyU5Ki,What bike should I get bmx or mountain?,0,3
https://answers.yahoo.com/question/index?qid=20100616233807AA4I6Eq,How much money should I save before moving out of my parents house?,2,4
https://au.answers.yahoo.com/question/index?qid=20091105033402AA91Cef,Should i trust the mirror or the camera?,2,10
https://ca.answers.yahoo.com/question/index?qid=20100609023155AAGIEUx,"""Ultimately, the only power man should aspire to is that which he exercises over himself.""?",1,7
https://answers.yahoo.com/question/?qid=20090203194046AA2WCN4,Should i delete my computer cookies?,3,21
https://nz.answers.yahoo.com/question/index?qid=20090314175642AA76T8c,How much water should my 10 month old be drinking?,1,2
https://sg.answers.yahoo.com/question/index?qid=20090210201218AAg8uKE,Should I text him or just forget about him?,0,38
https://malaysia.answers.yahoo.com/question/index?qid=20071102175328AAnw0tw,How long should I wait after workout to eat something?,0,3
https://sg.answers.yahoo.com/question/index?qid=20110903080415AAjXcjY,How long should a German shepherd puppy be walked?,0,4
https://au.answers.yahoo.com/question/index?qid=20110111231351AA60LVl,Should I get McDonald's or KFC for dinner?,0,16
https://uk.answers.yahoo.com/question/index?qid=20160606072958AAhgjVI,How many hours pf revision should you do per week?,0,1
https://answers.yahoo.com/question/index?qid=20160628195051AAgYOQl,Should i drop my physics class?,0,2
https://answers.yahoo.com/question/index?qid=20160628173114AAMlx9I,"Rule of thumb, should we file jointly or separately?",0,3
https://answers.yahoo.com/question/index?qid=20160628114036AAHYOuQ,What should I tell my friend?,0,4
https://answers.yahoo.com/question/index?qid=20160627083551AAodZa3,Need three reasons why students should be drug tested to receive financial aid argument essay?,0,3
https://uk.answers.yahoo.com/question/index?qid=20160620102503AAZ18hN,Should I become liberal or stay conservative?,0,14
https://answers.yahoo.com/question/index?qid=20160628175938AAu8oEQ,How much should i expect to pay a month for this car?,0,3
https://answers.yahoo.com/question/index?qid=20160628174300AAlH2gl,What amp should I use?,0,-1
https://answers.yahoo.com/question/index?qid=20160628153741AAXE0E4,"All my books have bed bug stains on them, should I keep them or throw them out?",0,3
https://answers.yahoo.com/question/index?qid=20160628151619AA4o13E,WHY SHOULD I VOTE FOR HILLARY CLINTON?,0,16
https://answers.yahoo.com/question/index?qid=20091228080213AAQb3U9,How often should I feed my cat?,1,12
https://au.answers.yahoo.com/question/index?qid=20061001012913AAObbTb,How much sleep should a 13 year old get each day?,1,15
https://ca.answers.yahoo.com/question/index?qid=20101116175218AAL6RRf,How many cans of Fancy Feast should my cat eat?,1,16
https://answers.yahoo.com/question/index?qid=20090727133213AAr0Svo,Should I get a stun gun or taser?,1,4
https://answers.yahoo.com/question/index?qid=20110421161533AArEcaM,"Ideally, how long should a kitten stay with its mother after birth?",0,12
https://answers.yahoo.com/question/?qid=20100826024255AAH7Leh,Should women be allowed to go topless in public...or not?,3,26
https://answers.yahoo.com/question/?qid=20080920100316AAlVQMH,"Should i buy an SKS, AK-47 or AR-15 rifle?",1,47
https://answers.yahoo.com/question/index?qid=20060709211211AAOdV7j,When should a waiter remove a plate?,0,16
https://au.answers.yahoo.com/question/index?qid=20090601010054AAZykgK,How thick should cake mix be?,0,5
https://answers.yahoo.com/question/index?qid=20160628143022AACwzxx,"When should I tag someone on Instagram?
In what kind of situations or place?",0,1
https://answers.yahoo.com/question/index?qid=20090420140508AA8UkQq,How often should you text a guy?,2,17
https://sg.answers.yahoo.com/question/index?qid=20100908004611AAMTOM1,Should Singapore get rid of Singlish?,0,197
https://in.answers.yahoo.com/question/index?qid=20081122052143AAnUvZH,Should celebrities keep out of politics?,1,14
https://ca.answers.yahoo.com/question/index?qid=20090805081740AA7zgh4,Fly fishing ( how long should the leader be?)?,0,5
https://ca.answers.yahoo.com/question/index?qid=20110927203912AAmIJuu,What should my first Tumblr post be?,0,6
https://in.answers.yahoo.com/question/index?qid=20110506103017AAbnp38,Should Uniforms Be compulsory in schools? Yes/No why ?,1,16
https://au.answers.yahoo.com/question/index?qid=20080725154514AAxo49D,What & how much food should my 9 week old Jack Russell?,0,10
https://ca.answers.yahoo.com/question/index?qid=20110402131756AArULpW,Should men always be in charge?,1,12
https://ca.answers.yahoo.com/question/index?qid=20111218110124AAfbMjd,How long should you wait to do sexual things in a relationship you care about?,2,17
https://au.answers.yahoo.com/question/index?qid=20080112030105AAQe5rE,How often should you give your guinea pig a bath??,4,12
https://sg.answers.yahoo.com/question/index?qid=20091207171915AAmUtZ2,How long do you feel a relationship should last before marriage?,0,7
https://answers.yahoo.com/question/index?qid=20080420110040AAt5thu,"Should the word ""sun"" be capitalized ?",2,2
https://ca.answers.yahoo.com/question/index?qid=20070601140107AAJIhWD,Do you think Quebec should be its own country?,1,15
https://answers.yahoo.com/question/?qid=20090811064639AAiBpmE,Should parents pay for their kid's car insurance?,0,18
https://au.answers.yahoo.com/question/index?qid=20120730192206AAubxpV,Should I be worried that my boyfriend watches porn?,0,15
https://answers.yahoo.com/question/index?qid=20110224044215AAz0uZQ,Reasons the holocaust should be forgotten (read question)?,1,15
https://answers.yahoo.com/question/index?qid=20060714133655AArKCrB,Should I go to Japan for a visit?,1,29
https://ca.answers.yahoo.com/question/index?qid=20120411161415AAoWpic,"Why should Canada provide refugee status to all who request it, and why?",0,3
https://ca.answers.yahoo.com/question/index?qid=20101114195738AA2uWrB,Why should we study the French Revolution?,0,3
https://answers.yahoo.com/question/index?qid=20110304060102AA7ivmh,"Seniors: Should you wash new bedding (pillowcases, sheets, mattress padding) before you use it?",10,26
https://answers.yahoo.com/question/index?qid=20110329154322AAKtMLs,Which starter pokemon should I choose in Black and White?,0,7
https://answers.yahoo.com/question/index?qid=20100125201855AAvYUwH,Should people take high school relationships seriously?,1,19
https://ph.answers.yahoo.com/question/index?qid=20130214191534AA1IsFq,How long should i wait to drive after drinking 40% alcohol ( a pint)?,0,7
https://answers.yahoo.com/question/index?qid=20100106003402AAfJmRN,Should mentally-challenged people be sterilized?,3,32
https://ca.answers.yahoo.com/question/index?qid=20100903152529AAOBVuU,Should I let the Mom cat see her kittens being given away?,1,9
https://answers.yahoo.com/question/index?qid=20060810134229AA4uCvC,How old should you start wearing makeup?,0,31
https://ca.answers.yahoo.com/question/index?qid=20100914132937AAzCxBR,Why should you use a blue flame instead of a yellow flame?,0,2
https://answers.yahoo.com/question/?qid=20110105175909AAelgth,How long should I charge my Electric Airsoft gun Battery?,0,12
https://answers.yahoo.com/question/index?qid=20100505122146AACNbGm,Which one should i join? National Guard or Army Reserves?,0,8
https://answers.yahoo.com/question/index?qid=20101120120210AAqft7g,To what volume should you dilute 90 mL of a 10.0 M H2SO4 solution to obtain a 1.80 M H2SO4 solution?,0,1
https://answers.yahoo.com/question/index?qid=20081228213314AACEMrZ,How long should I wait between stretching my ears?,4,10
https://answers.yahoo.com/question/index?qid=20100322012300AAa84fC,Should I always loosen my guitar strings after I play?,0,10
https://ca.answers.yahoo.com/question/index?qid=20090510095958AAjNIjO,Should I Blow Dry Curly Hair?,0,12
https://answers.yahoo.com/question/index?qid=20090407162809AAMkU95,"How often should I take breaks when studying, and how long should they last?",2,15
https://answers.yahoo.com/question/index?qid=20061105191013AAuCFIi,Should the french and indian war be considered one of the major causes of the american revolution? yes or no?,0,8
https://answers.yahoo.com/question/index?qid=20090420140508AA8UkQq,How often should you text a guy?,2,17
https://answers.yahoo.com/question/index?qid=20080610193018AA7IQt2,Why should we save the planet?,4,8
https://answers.yahoo.com/question/index?qid=20070831175113AA0QAUU,How often should I clean completely cats litter box?,2,12
https://answers.yahoo.com/question/index?qid=20100731174908AAFP2w0,Why should we ban guns?,0,7
https://au.answers.yahoo.com/question/index?qid=20121122035039AApZt9I,Should I attend my work Christmas party?,0,8
https://answers.yahoo.com/question/index?qid=20090509223530AAJpDuc,How long should you keep contact lenses on when you barely get them?,0,4
https://answers.yahoo.com/question/index?qid=20080115075244AAZ0wEE,Should a widow or widower remarry?,7,25
https://answers.yahoo.com/question/index?qid=20071125054334AAQWTu9,"How often should I run my outboard engine on my boat that's parked in my driveway, when not in use regularly?",11,11
https://au.answers.yahoo.com/question/index?qid=20130212225659AAUWm0C,Should the DEATH PENALTY be BROUGHT BACK to AUSTRALIA?,0,5
https://answers.yahoo.com/question/index?qid=20110916010122AAGHGBH,What laptop should I buy?,1,7
https://au.answers.yahoo.com/question/index?qid=20100402195243AAe43EG,How often should I change the water in my 40 gallon aquarium?,0,8
https://ca.answers.yahoo.com/question/index?qid=20090130171015AAKBePz,Why Canada should manufacture goods outside/inside North America?,0,4
https://answers.yahoo.com/question/index?qid=20100320201944AAPnGGu,Why should you preheat the oven?,1,8
https://au.answers.yahoo.com/question/index?qid=20101026013646AAw0oSF,How long should one body paragraph be in an essay?,0,3
https://answers.yahoo.com/question/index?qid=20081013232245AAB62jO,How often should i feed my black moor goldfish? 10 points?,1,8
https://au.answers.yahoo.com/question/index?qid=20090807035127AA1gaLy,Why should marijuana be legal?,0,12
https://ca.answers.yahoo.com/question/index?qid=20100813120549AAnVD1y,What are 10 things girls should know about guys?,10,19
https://answers.yahoo.com/question/index?qid=20080507103610AAoWjEP,Should I dispute everything on my credit report even if some items are correct?,5,12
https://answers.yahoo.com/question/index?qid=20130312114142AAHOXPw,I am a gay Muslim. I feel sick!! What should I do?,1,21
https://answers.yahoo.com/question/index?qid=20100905140224AAI9iOW,Should I bathe my cat before applying Advantage?,0,12
https://answers.yahoo.com/question/index?qid=20090103114836AAEwgL1,What size font should I use?,0,11
https://au.answers.yahoo.com/question/index?qid=20110705183849AAHhZtx,Should I download Steam - gaming platform?,0,5
https://au.answers.yahoo.com/question/index?qid=20120413210254AAhpDlf,Should Abortion Be Legal Or Illegal?,0,11
https://answers.yahoo.com/question/?qid=20100125120953AADdMXz,Should I let my girlfriend buy a vibrator?,6,29
https://answers.yahoo.com/question/?qid=20120220100055AAbhq4I,Should I buy a Roku instead of cable?,3,4
https://answers.yahoo.com/question/index?qid=20070112173102AAVQSsg,How bouncy should a basketball be?,0,7
https://answers.yahoo.com/question/?qid=20090201161217AAzia3X,Runescape: What level should I be before I do the dragon slayer quest?,1,5
