URL,Question,Follows,Answers
https://ca.answers.yahoo.com/question/index?qid=20120421214156AAGI8aT,When i shower/sleep should i take my gauges/plugs/tunnels/tapers out?,0,6
https://au.answers.yahoo.com/question/index?qid=20091115015402AAH1vN2,How much water should drip out of pressure relief valve on hot water tank?,0,5
https://au.answers.yahoo.com/question/index?qid=20101130140544AA3B76E,Should the reservoir tank always be full of coolant?,1,6
https://ca.answers.yahoo.com/question/index?qid=20121227180822AAgvQKJ,How often should a mini split heat pump go into defrost mode?,0," We recently had a pump installed. We were told that it would go into defrost mode occasionally to clear the ice from the outside unit.  I thought that it would be maybe once per week, but it does it several times per day.  When it goes into defrost mode, it doesn't produce any heat and the house gets very cold. It has only been just below the freezing mark in the last few weeks, but even when it was above the freezing mark, it would still go into defrost mode often.  :-("
https://au.answers.yahoo.com/question/index?qid=20110515171448AA7lHRX,Should I get another dog to keep my cocker spaniel company?,0," I have a 2 year old desexed male cocker spaniel. I love him very much and he gets lots of attention and affection however he is at home by himself during the day. I am considering getting another dog to love and care for (probably adopt from pound) and hoping they would keep each other company whilst I'm at work during the day. Also, I travel interstate every now and then, usually only for one or two nights. Currently my cocker stays with friends of mine who have dogs too, so he is well socialised and loves playmates. I wouldn't feel comfortable asking any of my current dog-sitters to take on two extra dogs so I would hope that getting a second dog at home would mean I could leave them at home together while I'm away and ask my neighbours to feed them etc on the odd occasion.  

What are other peoples' experiences of having 2 dogs? What are the pros and cons?"
https://answers.yahoo.com/question/index?qid=20120501104605AAaRPZX,How thick should grout be for ceramic tile?,0,6
https://answers.yahoo.com/question/index?qid=20081220194120AAeL2yc,Should you tip at buffet restaurants?,0,18
https://ca.answers.yahoo.com/question/index?qid=20110510133900AAnDYbY,Do you think people with autism/AS should not have children?,3," Autism runs in families. And if you are on the spectrum the likelihood of having children with autism is much higher. As a child I was bullied because of aspergers and still face problems in life. And with autism you also have a higher chance of other issues like adhd, depression, anxiety. Wouldn't it be unfair to bring a child into this world who will go through problems their entire life? I realize some kids can still have a good life but it's not the same as being neurotypical. Also, it would put strain on the parent who is already dealing with their own disability."
https://answers.yahoo.com/question/index?qid=20060709211211AAOdV7j,When should a waiter remove a plate?,0," It irks me when waiters snatch your plate away when you are still chewing. And the last person eating always seems uncomfortable when everyone else's plate has been taken away. Do waiters do this just in the U.S. where everyone is in a huge hurry all the time, or elsewhere as well? Is there an actual rule on when they should remove plates from the table? 

The other annoying thing they do is constantly refill your soft drink without asking. I may want one Coke, but not five!"
https://ca.answers.yahoo.com/question/index?qid=20130202130342AAWk7oo,"How much should a 13 year old girl weigh, and height of 5'0?",0,4
https://au.answers.yahoo.com/question/index?qid=20101104152249AAcngIL,How long should you leave a taper in before switching it to a plug?,0," I just stretched from a 10 to a 6, i know your not supposed to skip sizes but the 8 literally just went right threw my ear no problem so i went ahead to a 6 but im not skipping anymore sizes.  

i used a plain silver stainless steel taper and i cant get the plug in yet so i was wondering how long should i wait to put it in again? 
and i have these really cute pink tapers from either hot topic or spencers so they are like acryillicy or plasticy or whatever so it is ok to take the stainless steel ones  out and put the other ones in while i wait to put the plugs in?"
https://au.answers.yahoo.com/question/index?qid=20080108072717AA6HoQi,How long before a puppy's bed time should we take away his food and water?,2,13
https://malaysia.answers.yahoo.com/question/index?qid=20071102175328AAnw0tw,How long should I wait after workout to eat something?,0," the thing is that I never eat earlier than at least an hour after training, so I guess now this is right 
I eat only healthy things so is not the case that I will eat something unhealthy I just want to know what exactly should I eat, I heard that I should not eat fruits or vegetables while you are saying that I actually should so I am a bit confused now"
https://sg.answers.yahoo.com/question/index?qid=20110903080415AAjXcjY,How long should a German shepherd puppy be walked?,0," hi 
my puppy is now 4 months and acts like a 4 year old on a candy rush. 
I try to limit his walks to 15 minutes max because of hip problems that could occur later on, but he won't get tired with such short walks anymore. I walk him for 10 minutes right when we wake up, then 15 minutes around breakfast, then i let him run around the yard for 30 minutes ( no longer than this bc he'll start to get bored and look for plants to dig out. ( yes I supervise him when hes in the yard, but he's quicker than me and will run from plant to plant). after that, we take an afternoon walk for 15 minutes. then he gets to play in the yard for around 20 minutes. then we'll do 20 minutes of training. then we take an early evening 5 minute walk. then a game of ' go find the cheese' which takes around 20 minutes. then we take a walk right before bed which can be anywhere from 10-20 minutes bc he won't sleep if he isn't tired out. 
I've been trying to mentally wipe him out but whenever I take out the clicker, he gets really excited and starts to nip and run around. it's frustrating bc he'll try to steal the treats or clicker.  
any suggestions on how to calm him down?"
https://answers.yahoo.com/question/index?qid=20060623130938AAdUpDh,Should i wear underwear under my swim trunks?,0,23
https://sg.answers.yahoo.com/question/index?qid=20090210201218AAg8uKE,Should I text him or just forget about him?,0," Is this a legitimate excuse to not be talking? 
The guy I'm kind of seeing has been rather distant lately, I haven't seen him in 2 weeks, didn't even speak for a week of that. We were really close and hung out almost every day. I asked him about it and he said that hes been busy and that he got some bad news that ""dampened his mood."" I know some people handle problems differently so I accepted that. I said that if he ever needed to talk to someone, I'm a good listener. He said thanks and that he missed me, and asked me if I wanted to do something the next day. I said when I was available, and he never got back to me? So I'm confused? Is he just screwing with my emotions or what? I haven't talked to him since and that was on Wednesday. 

I texted him on Friday and said that I would be sad if I didnt see him over the weekend. and of course, no response. So um yeah. What should I do? I'm really frustrated. Should I just give him space or give up on him? If I do try to contact him, what do I say? Or do I just leave him alone?"
https://au.answers.yahoo.com/question/index?qid=20091105033402AA91Cef,Should i trust the mirror or the camera?,2," Well, i don't mean to be brag or be a person who is up themselves, but when i look at myself in the mirror, i think i look good. 

However, when i take a photo of mself, well, i look damn ugly. Like everything in the picture is so accentuated, my face looks bigger, so does my nose and my eyes just look smaller in comparison to my reflection. 

So basically, my question is, do i trust the mirror? or do i trust the photos i take of myself."
https://answers.yahoo.com/question/index?qid=20120123202226AAE1Wgm,Should I really shave/wax my pubic hair?,1," Ok, I want some really good, logical answers as to why I should or should not shave/wax the hair down there. I really don't want answers from ""The previous generation"" who grew up and lived without needing to shave down there, because times and culture have changed and now allot of hair... down there is actually seen to some people as gross. But if you are from ""The previous generation"" and have a really good explanation as to why I should/shouldn't shave down there, then feel free to leave an answer. I also don't want crazy feminists to leave comments about how I should keep my pride as a women and not to give in the the demands of men (i've seen an answer like that once on a similar question, no kidding). If you were wondering then No, I don't plan on doing it for guys (although the thought did cross my mind as to what a guy would prefer when I get older). I would also appreciate some responses from guys and what their preference is to the whole thing. So feel free to give your opinions (Please No Crazy Feminists!) thank you."
https://answers.yahoo.com/question/index?qid=20090628161504AAaYRN4,Is it you should've come or came?,0,8
https://answers.yahoo.com/question/index?qid=20090731112915AA7JkVP,How long should I practice guitar each day?,1,12
https://in.answers.yahoo.com/question/index?qid=20080207011207AA7pk4W,Should students participate in politics?,1,15
https://answers.yahoo.com/question/?qid=20090908220555AAdIOlC,How tight should the tank be attached to the toilet?,2," I recently replaced an old leaky toilet with an American Standard Champion 4 model.  I'm a pretty competent DIY'er but am a bit concerned about how tightly to run down the through bolts that attach the tank to the toilet bowl. 

The instructions say, and I quote:  ""With the tank parallel to wall, alternately tighten hex nuts until tank is snugged down evenly against bowl surface."" 

OK, here's my concern.  If it's overtightened you risk breaking a new $300 toilet.  But the rubber gasket is fairly tightly compressed and the tank is not yet touching the lands on the back of the toilet bowl.  It's tilted slightly forward (about 1/8"" inch space between the rear lands than the front one where the tank is touching the bowl) but does not wiggle with moderate pressure.  Everything works fine, no leaks, etc.  But it just looks like it's not tightened down enough. 

Do I risk breaking the new toilet by carefully running the nuts even tighter until the rear of the tank rests on the lands on the back of the bowl?  (A test fit without the gasket had the tank squarely on the toilet bowl.)  Or should I leave it as is since everything works properly even though the tank IS still tilted slightly forward? 

Any guidance from experienced plumbers is greatly appreciated."
https://answers.yahoo.com/question/index?qid=20071011065723AAT69or,Rebuilt/Salvage Title.....should I buy a car with one?,1,10
https://sg.answers.yahoo.com/question/index?qid=20091006055820AAxrmbk,Why should you let the inoculating loop/needle cool first before using?,0,2
https://ca.answers.yahoo.com/question/index?qid=20070723100430AAOrb8V,How Often Should I Change My Snake's Water Bowl?,0,7
https://answers.yahoo.com/question/index?qid=20090505201802AAmC8r1,What is an AVID class? Should i join or Not?,0,-1
https://ca.answers.yahoo.com/question/index?qid=20100125204806AAcWUQs,"Should ""L"" (for ""lord"") be capitalized in the following sentence?",0,3
https://answers.yahoo.com/question/index?qid=20081230102920AAKJSu4,Should you tip your piercer?,0,14
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20071128005903AAlm9nm,How many hours should a 16 year old high school student study?,0,14
https://answers.yahoo.com/question/index?qid=20080714200038AA4AdJb,Should I major in Musical Theatre?,0," I've been thinking a lot about college lately as I'll be a senior in HS this upcoming year.  I'm thinking about double majoring with one major being Theatre.  I'm not sure if I should concentrate in Acting or Musical Theatre. 

Here's the thing.....I have VERY little dance training and I can't dance very well.  I can do basic movement and those classic theatre steps, but I'm fair at best.  Dance theory is a whole other issue....I couldn't name a step if you asked me...(with the exception of like....pirouette[sp?], ball-change, etc.)  I'm totally willing to learn and give it my best try, but I'm not very confident in my ability to learn to dance.  I'm uncoordinated and klutzy.   

I'd really love to concentrate in Musical Theatre because its where my heart truly lies.  The school that is my number one choice at the moment is Temple University.  I'll be getting more info on how much dance knowledge is required to audition for their department, but in the mean time...I'd like your opinion.  Should I just forget Musical Theatre?"
https://answers.yahoo.com/question/index?qid=20060709230712AAlcPpw,How long should I exercise daily?,0,10
https://answers.yahoo.com/question/index?qid=20080304140154AADjFDX,Should 13 year old be allowed to vote?,0, i am a 13 year old boy and i believe i should be allowed to vote. kids my age know whats going on in the world. everyday when im at  school i hear kids talking about the election and saying who they want to winand if you ask them why the have very good reasons. some are even more raesonable than adaults ive asked. most all of them know what political party they will be in. so if you ask my 13 yerold and all teenagers should be alloud to vote.
https://answers.yahoo.com/question/?qid=20080906232352AAiqnIe,What should I eat before a soccer game to maximize performance?,9,4
https://ca.answers.yahoo.com/question/index?qid=20090704054810AAERPWz,Should we bring Canadian or American $ to Jamaica?,1,9
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19," Yesterday and now today, my dog has had diarrhea. She never goes inside the house but now she has been waiting until I leave the room to go with this diarrhea. She's an eight year old Border Collie mix. What should I do? I called the vet and am going to make an appointment today once I know when I can get there but is there anything I should do now? I'm nervous about her but she seems to be acting fine, other than the diarrhea. The vet didn't tell me anything I should do when I called. I just want to do whatever is best to make sure she is okay before I can get to the vet."
https://ca.answers.yahoo.com/question/index?qid=20080215062225AAhKJac,What shots should you get before going to Cuba? And is Twinrix good enough?,0,8
https://sg.answers.yahoo.com/question/index?qid=20091025110957AAwdlDw,Why should students wear uniforms?,0,11
https://answers.yahoo.com/question/?qid=20060614182618AAZ3vWy,How many bottles should a 7 month old drink?,0," My son who is almost seven months old is currently in foster care. He is coming home June 30th and I got his schedule.  

He drinks 6 oz bottles every three hours. The foster parents feed him once or twice daily (baby food). And he wakes up in the middle of the night like a newborn. I am not looking forward to this because I was up with him all the time when he was a newborn. I need help.  

SERIOUS ANSWERS ONLY PLEASE!"
https://au.answers.yahoo.com/question/index?qid=20070527071955AAStEMP,How long should a newly married couple wait to have kids? Wouldnt it put stresses on them & their marriage.?,0," My best friend is getting married in the next few months. She has met a wonderful man and truely are in love with each other. They both also want to have children and lots of them.  

My question is how long should they wait before bringing children into the world.? I know every couple is different, but roughly how long did you wait before you had children.? 

 My friend wants to wait at least 2 or 3 years before getting pregnant as she wants to be able to devote her time and energy on her future Husband, to enjoy being a Wife and being together as a Married couple, to build the bases of a strong secure marriage first before bringing children into the world.? (She came from a divorced family and knows how tough it can be bringing up children as a single mom.) 

Her Fiance is willing to wait until she is ready but he is hoping it will be only a few months rather then a few years? he keeps mentioning how he cant wait to have children with her. She is 31 and he is 38."
https://ca.answers.yahoo.com/question/index?qid=20090630224338AA3xOLG,Should I eat before or after I work out?,0,16
https://answers.yahoo.com/question/index?qid=20060716102255AAuJB1o,Why should slavery end?,0,20
https://au.answers.yahoo.com/question/index?qid=20081010141836AAtbIHs,Should a 13-year old boy(me) shave his leg when it is gettin a little hairy?,0,16
https://ca.answers.yahoo.com/question/index?qid=20090331092952AAWDA6o,"Should you keep secrets from your partner for their own good, or is secrecy always corrosive to relationships?",174," We all want our romantic partners to trust us, and to be able to trust them in return.  Does honouring that trust require the whole truth?  Perhaps all relationships rely on little white lies, to a degree – like pretending not to notice an attractive neighbour, or claiming that your spouse is every bit as attractive as you thought 25 years ago.  But what about deeper secrets?  Some people would feel that certain painful truths might be better hidden from their partners because the facts could only be hurtful, or consider some secrets to be nobody else's business so long as no harm is done.  Others would say that anything important needs to be fully out in the open between lovers and that real love and intimacy can't thrive on anything else.  Where do you stand? 

Yahoo! Canada Answers staff note:  Claudia Gray is the author of Evernight and Stargazer, a young adult vampire romance series in which a girl at a boarding school becomes infatuated with a guy who seems to have many secrets, published by HarperTeen.  
http://harpercollins.ca/authors/33091/Claudia_Gray/index.aspx"
https://ca.answers.yahoo.com/question/index?qid=20070126080634AA78C87,Should cellphones be allowed in schools?,34,390
https://au.answers.yahoo.com/question/index?qid=20080311161010AANKCWl,How much should an engagement ring cost and a wedding band.?,0,20
https://au.answers.yahoo.com/question/index?qid=20090925013536AAjBdYE,"How much,what and how often should I feed my bearded dragon?",1,1
https://answers.yahoo.com/question/index?qid=20070320090755AAopeaG,How long should I wait to propose to my girlfriend?,0," We are totally in love, we live together, we both know we are the ones for each other and are soul mates. Here's the kicker, we've been together for three months. I know it sounds short, but we're both very old souls, but young in earth years. I'm 25, she's 23. We've both been through a lot, we're both very attractive and have dated many many people, and we have both found exactly what we're looking for in each other. We both have careers and make very good money. We moved in together and everyday is exciting and beautiful. So why rush you ask? We're not rushing, we want to share in what we know is love and committment and want to show the whole world. So how long should I wait? I was thinking of proposing in July, would be 7 months dating, then get married in 9 months from then. We would have been together for over a year at that point. What do you think people?"
https://sg.answers.yahoo.com/question/index?qid=20070621073125AATCgKw,How long should a proper bath be ?,0,10
https://in.answers.yahoo.com/question/index?qid=20091210064856AA9sqzf,How much should looks matter while choosing life partner?,2,19
https://ca.answers.yahoo.com/question/index?qid=20120525114932AAmhKe3,What should an intro paragraph include?,0,3
https://ca.answers.yahoo.com/question/index?qid=20120302112044AA7pAgd,How much and often should i feed my Black Moor Goldfish?,0,6
https://au.answers.yahoo.com/question/index?qid=20081209153219AAq3j6p,How much should i feed my 14 lb cat?,0," My cat Snickers is 14lbs and hes a lover =] 
But when it comes to food.. he is always hungry. 
I used to always keep food out in the bowl but then 
he began to eat it all and not leave any so i couldn't 
do that anymore. I also began reading into cat books 
and on some website and it said its not good to leave 
food out for them because they might end up overeating. 

So now try to feed him no more than 3 times a day, and i even 
have a schedule written down (between 5-6am which is when 
i am up for school, 12-2pm when i get home from school, and 
at night 8-9pm). But it isn't making it easier because he will 
just keep meowing and poke you until you give him food lol. 

I don't think he is overweight especially because he runs around so much and gets really hyper almost everyday. He even will run up behind you and poke you and run away lol. I also use a laser pointer to play with him so he does get exercise. 

I just want to know how i can feed him and how often so i don't feel like im starving him. 

Here's some pictures of Snickers =] 
http://img67.imageshack.us/my.php?image=photo120108001dy5.jpg 
http://img525.imageshack.us/my.php?image=dsc00777ok0.jpg 
http://img117.imageshack.us/my.php?image=dsc07506vy8.jpg"
https://au.answers.yahoo.com/question/index?qid=20070818194807AA7bqSn,How many times a day should i feed my golden retriever?,0,18
https://au.answers.yahoo.com/question/index?qid=20090622183148AAfijQc,When should i start watching naruto shippuden?,0,11
https://answers.yahoo.com/question/index?qid=20080918224307AAFDNWE,On Kingdom Hearts 2 what level should i be to beat sephiroth?,0,6
https://au.answers.yahoo.com/question/index?qid=20080104184833AAv231e,How much food should a 11 month old Lab Puppy eat?,0," When we got our puppy at 8 weeks old the breeder told us to feed our puppy Purina Pro Plan Rice and Lamb for puppies. After awhile it got to hard to find the lamb and rice so we went to chicken and rice for puppies. 

Our lab is now 11 months old and will be one year old the 25th of this month. She is getting 1 1/2 cups of food at breakfast and supper. Plus a cup at lunch time. We give her treats during the day and evening as well. 

I am going to change her to adult Purina Pro Plan Chicken and Rice for adults after she turns one. 

I just worry she isn't getting enough to eat. Our puppy is not over weight. Her last visit to Vet for nail trim she weighed 61 lbs. She does not look over weight. 

Thanks, 
Pam"
https://answers.yahoo.com/question/?qid=20070731162710AABsUeH,"My car battery is dead, how long should i let my car run to charge the battery?",4," My car has been off the road for quite some time. It runs great, but the battery died, i jumped started it, let it run about 10-15 minutes, the inspection is up so i cant run the car on the road, but i did drive it around my parking lot for a few minutes. I shut it off, i started it right back up, shut it off again, and then tried to restart it a second time, but it did not restart, so i have it running now, how long should i let it run to charge the battery fully. I am getting it inspected tomorrow, and i do not want to get stranded at VIP, because it wont start. Thanks!"
https://answers.yahoo.com/question/index?qid=20080416143113AAm6Alo,How many times should I exfoliate every week?,2," I bought this scrub called St. Ives Apricot Scrub and I loved it when I bought. I used it like, twice a day, and it made me break out less .I had so, so, so much acne because  I have acne prone ski and it kind of stopped it from breaking out more. Then I started getting acne scars so I decided to stop for a while. Then I started breaking out more but now I'm not sure what to do because I don't know how many times a week I should use the scrub. Please help! Thanks."
https://sg.answers.yahoo.com/question/index?qid=20070104005054AAAOKtp,How many times a day should i feed my rabbit?,0,6
https://au.answers.yahoo.com/question/index?qid=20080524223631AAgeZ2U,At what age should i start charging my daughter board/rent?,0,49
https://nz.answers.yahoo.com/question/index?qid=20130129144301AAVNJhr,How much water should be added to 12ml of 8% alcohol solution to reduce the concentration to 6%?,0,2
https://au.answers.yahoo.com/question/index?qid=20070930122536AABgRyQ,What should i name my pitbull puppy?,0,18
https://answers.yahoo.com/question/index?qid=20080215102530AABhA66,What psi should I inflate my tires to?,2," Hi, 


I have a 2002 Toyota Camry.  The inside of the door says to inflate all the tires to 29 psi.  However, at this pressure, my tires visibly sag (such that the bottom of each tire appears to come out a bit).  I inflated them to about 40 psi and the sagging goes away. 

I've read that I should change the tire pressure seasonally, but in this case, what do you think my best option is? 

Thanks 

Epic"
https://ca.answers.yahoo.com/question/index?qid=20120904202209AA9OqDX,What's an example of interactions that should occur while changing a baby's diaper?,0," Apparently, changing and dressing a baby provides a wonderful opportunity for interaction...? Even one example of this would be much appreciated by me! 

I don't get it. I think it's probably kind of disgusting to change a baby's dirty diapers (it's kind of one of my worrst nightmares) 

It has to do with a whole long and boring assignment I have to do for a childcare course."
https://answers.yahoo.com/question/index?qid=20160628070606AAP8QNz,What do you think of this situation and what should I do?,0, Ok so I went to school today to get something. They didn't give it to me. Then I saw a girl I used to sit with with other group of girls and hang around. She was with some friends. She saw me. She didn't say hi or come around me. She was talking and walking with a group of girls and pretended not to see me. Then I walked past her and the group of girls to take the stairs and I felt like they turned silent because they thought I was going to approach the girl or one of them. She/they didn't say a word to me and just let me walk by like she/they don't know me. I felt like they were thinking something negative about me or said something negative about me after I walked past them. I even feel like her and the group of girls I used to sit with turned their backs on me and talk bad about me now. I felt like my surroundings saw this too which I thought was embarrassing. It's the last day of school and I don't get to see them. I'm in high school. What do you think of this situation and what should I do?
https://au.answers.yahoo.com/question/index?qid=20081231164329AAgqJ3B,I've got cancer - should I break up with my boyfriend?,0," My boyfriend of 7 months is totally in love with me and dedicated to me.  He has supported me 100% throughout my chemotherapy (I've got cancer).  We had only been dating 2 months when I was diagnosed. 

Problem is, I just need a friend right now and with everything I'm going through I just can't handle being in a relationship.  I'm snappy at him and don't want to be touched.  I've spoken to him about it all and he's understanding - but I'm not sure I love him or want to continue the relationship or if the relationship has a future.   

Help?"
https://ca.answers.yahoo.com/question/index?qid=20070308185106AACots3,What should the P.H level be in my goldfish tank?,1,7
https://answers.yahoo.com/question/index?qid=20130305175149AAtlyo9,Why should we remember the Holocaust?,0,8
https://ca.answers.yahoo.com/question/index?qid=20130504121321AAzgDyC,Should the Merchant of Venice be taught in schools? 10 points?,0,2
https://ca.answers.yahoo.com/question/index?qid=20080103084441AAjN8SV,Why should Canada continue their role as peacekeepers?,0," For a school essay. 
You could take either side [why/why not]...but I just have some points so far, I was just wondering if anyone had anything else to add or clairify on; 

""CANADA SHOULD CONTINUE THEIR ROLES AS PEACEKEEPERS BECAUSE... 

...it makes Canada a better country 
- as a developed nation, obligation to help less fortuante countries 
- proud tradition for such a young nation as peacekeepers  
- more helpful country--less enemies 
- makes Canada look better--country looking for peace than war 

...they can't be anything but peacekeepers baised on military decline 
	- budget. dependence on US natural defence. lack of support/troops. 
- military not funded adequately; social programs- health care, education, unemployment takes up much gov. revenue 
- depends heavily on US for national defence 

...helps other countries over the world 
- success in egypt (suez); cyprus; somalia, etc. 
- not only for peacekeeping but disaster relief, medical aid, food distribution, restoration/rebuilding"""
https://in.answers.yahoo.com/question/index?qid=20130520012913AAY9F4Y,I want to buy a smartphone...should i buy a android or a windows phone..?,0,12
https://ca.answers.yahoo.com/question/index?qid=20121206171244AAIhIZw,Why should you wear sunscreen and a hat when you are out in the sun?,1,1
https://au.answers.yahoo.com/question/index?qid=20130206030758AACdwme,How many times should I brush my teeth using baking soda in a week?,0,7
https://au.answers.yahoo.com/,,,
https://ca.answers.yahoo.com/question/index?qid=20160605221557AAvLIeJ,What should I eat for breakfast on the day of my track meet?,0,8
https://ca.answers.yahoo.com/question/index?qid=20130604055856AA4KP9x,Where should we keep car insurance papers and license plate registration?,1," My husband and I live in Ontario and currently share one vehicle. He insists on keeping the insurance papers and plate registration in his wallet but if I need the car I have to get them from him each time (of course, if we get stopped we can be ticketed for not having the papers). The problem is, we are both extremely busy and sometimes forget to give them back to each other and find ourselves driving without the papers. My question is, where is the best place to keep these papers (I've heard you shouldn't keep them in the car in case its stolen) AND/OR are they valid if photocopied and one of us keeps THOSE copies in our wallet? I've heard that using a ""true copy,"" whatever that is, is accepted but that some police officers won't accept them at ""true"" if you're stopped. This is becoming a real problem for us...please help!"
https://nz.answers.yahoo.com/question/index?qid=20130409164010AAlcJO3,Should dangerous dogs be banned outright? Reasons?,0,9
https://answers.yahoo.com/question/index?qid=20130612222613AAEVKxh,Should I quit playing guitar?,1," I'm self taught and I've been playing for 3 years now. I've never had lessons and I still consider myself a beginner. I can't really ""shred"" but I can play pretty good for my experience. Lately I feel like I haven't really been progressing at all as a guitar player and I know some people that can ""shred"" and play like Hendrix, or Zappa, Or Frusciante. I just want to be an amazing guitarist, especially at the ""blues"" but I don't think I'll ever be a profound player.  
Should I quit guitar?"
https://in.answers.yahoo.com/question/index?qid=20121104091529AARr1U5,Should i un-tune my guitar after every use?,0,4
https://ca.answers.yahoo.com/question/index?qid=20160504175707AAjvcbb,What should go on a hard drive and what should go on an SDD?,1,12
https://answers.yahoo.com/question/index?qid=20060924225524AAOl0rT,How long should you wait to propose?,1,17
https://answers.yahoo.com/question/index?qid=20130504070318AAYqpWm,Should I kill Daud? dishonored?,0," I've been playing through the game non lethally but now That Im up to confronting Daud I don't know what to do, I want to kill him for all that he's done but well, I don't know, should I? I want to keep the feel of stealth but I don't think I can do that BUT I also want to kill him to avenge the empress"
https://answers.yahoo.com/question/index?qid=20110330113142AA9CAzR,Should college athletes get paid?,2," I post this in football because it's the sport that has the biggest issue with this. Should athletes get paid more than a scholarship as the NCAA makes millions and billions of dollars off them. Here's some opinions and ideas from others. 
http://www.usatoday.com/sports/college/m... 

http://msn.foxsports.com/collegebasketba... 

http://rivals.yahoo.com/ncaa/football/ne..."
https://answers.yahoo.com/question/index?qid=20110806061635AAX11kL,How much should you feed your baby or adult tortoise?,0," I am going to get a tortoise soon... Yay lol and i was wondering if you could tell me actually a couple things how much should you feed your baby or adult tortoise and also if you can answer what kind of cage should it have and what kind of light as well and around what a cheap tortoise will cost me, if you cant answer that i will just be happy with just the main question :) Thanks so much, 
xxx, 
kayla"
https://ca.answers.yahoo.com/question/index?qid=20130210092419AAekqDM,What temperature should the tank be for my turtle?,0,7
https://answers.yahoo.com/question/index?qid=20130424205710AAdHggN,When should I give up my virginity?,1," I'm a 20 year old woman and I have never had any experience with dating besides for a short period in high school. My mother set me up on a date with someone she know who is 22. She always does this to get be to become more social. I started texting this guy and it turned out we had a lot in common. When we went on a date together, he was such a gentlemen. He paid for everything and dealt with my awkwardness which I have a feeling he thinks is cute. By the end of the night he figured out I was a virgin by my reactions to some funny sexual jokes. I wasn't put off by them because my friends and I joke too but I still blushed. He was fine with me being inexperienced. We text constantly and they are usually flirty and get naughty. I play along with them because it's fun but I feel like the next time I see him, which is this weekend, he might want to seriously do sexual things with me. Again, me being inexperienced and awkward, I'm a little scared. It's not that I think my virginity is something special, I just don't feel comfortable about myself. I am always told I have a nice body and I love it. It's just that I'm going to be exposed to someone else who I have only known for a month. I'm not even sure if we are in a relationship or just dating. I do believe that I can do some things and if it goes too far I'll tell him to slack off but is it too soon to be doing any of this with him? 

Truth be told this guy is on my mind almost all the time. My friends noticed a change in me saying I'm more lively and talkative. I never get noticed by guys but this one seems genuinely interested in me and I really like him. I'm just afraid that I'm letting things move too fast.  

Any advice is welcome. I'm just a shy girl looking for answers and I don't want to screw this up."
https://answers.yahoo.com/question/index?qid=20081120080407AAyrIzi,How soon after you feed a puppy should you take for a potty walk?,0,6
https://au.answers.yahoo.com/question/index?qid=20130403004229AAtNZmk,Should the government pay a salary to parents who stay home with their children?,0,17
https://au.answers.yahoo.com/question/index?qid=20130520022431AA1FIlz,How many 700ml (24 oz) bottles of water should I drink a day?,0," Hi there ^^ *REPOST!* 
I have a 700 ML (24 oz) bottle that I carry around with me through the day. I usually only get around to drinking one full bottle, but how much should I drink so I can meet the required amount per day? I was told you need to drink 8 glasses of water a day...I'm very confused. Please help if you can ^^  

How many bottles of the 700 ML (or 24 0z) will I need to drink to meet 8 glasses? Sorry...i'm clueless with this kinda stuff...thank you so much all ! <3"
https://answers.yahoo.com/question/index?qid=20091019175127AAcZ1m9,When should I take  Clonazepam?,0,5
https://ca.answers.yahoo.com/question/index?qid=20110320151324AAcp2eh,How often should I change my cats dry food and water?,0," I free feed my cat dry food and give him wet food twice daily. I was just wondering how often I should change the dry food and water? Normally when the amount in the dry food bowl gets low I add more food. as for the water, my grandma advised me to change it every 12 hours, but I have a small water bowl. Does it make a difference? Normally I'll change the water just whenever and when there's no more water (by whenever I mean sometimes 3 days, sometimes 24 hours, never over a week) 
I already tried looking it up on the internet and got nowhere. Am I doing OK? I'm asking more for the water then the dry food, but you know, just in case I should add more on a schedule instead of when it gets low. Thanks!"
https://au.answers.yahoo.com/question/index?qid=20120724134038AAAJUP5,What Temperature should you put your thermostat on a central air condition in the summer time in florida?,0, i just moved from new jersey to florida and it is now summer time i set the temperature to 73 degrees and my electric bill was $250 my father got upset and said the temperature should be set to 78 degrees what is the normal temperature my air condition should be set to and is a $250 electric bill normal for the summer time in florida
https://au.answers.yahoo.com/question/index?qid=20121017192858AArGkLy,What Harley should I buy?,0," I have never rode a motorcycle before. 
I am 33 years old, 5'5"" 220 pounds (yes, short and ""stocky"").  I am pretty strong. 
I mainly want it so I can go cruising on the weekends.  I may take it to work once in awhile (my commute is about 35 minutes over a bridge and on a few highways). 
I don't need to go real fast and only want a Harley (not interested in ""metric"" bikes)."
